Audio player,ID3v1,ID3v2,APEv2 tag,Vorbis comment,Cue sheet,CD-Text,WAVE chunks
AIMP,,,,,,,
Amarok,,,,,,,
Audacious,,,,,,,
Audion,,,,,,,
cmus,,,,,,,
Cog,,,,,,,
foobar2000,,,,,,,
iTunes,,,,,,,
JRiver Media Center,,,,,,,
JuK,,,,,,,
MediaMonkey,,,,,,,
Mixxx,,,,,,,
MPXPLAY,,,,,,,
MusicBee,,,,,,,
Musicmatch Jukebox,,,,,,,
musikCube,,,,,,,
Quod Libet,,,,,,,
Rhapsody,,,,,,,
Rhythmbox,,,,,,,
Sayonara Player,,,,,,,
Sonique,,,,,,,
XMMS,,,,,,,
Zinf,,,,,,,
Audio player,ID3v1,ID3v2,APEv2 tag,Vorbis comment,Cue sheet,CD-Text,WAVE chunks
